id,category,expected_path,expected_handler,question
Q00339,education_condition,llm,symptom_rag,Is Myopia more common in men or women?
Q00340,drug_interaction,deterministic,drug_interaction_query,Can I take Zincovit and paracetamol together?
Q00341,medication_llm,llm,symptom_rag,Can I stop taking Calpol 500 once I feel better?
Q00342,education_condition,llm,symptom_rag,Are there warning signs of Air Pollution–Related Respiratory Disease I should watch for?
Q00343,boundary,deterministic,triage_emergency,Who are you? My wife's face is drooping.
Q00344,education_condition,llm,symptom_rag,What are the early symptoms of Chronic Rhinosinusitis?
Q00345,triage_self_harm,deterministic,triage_self_harm,I want to hurt myself.
Q00346,drug_info,deterministic,drug_lookup,Side effects of gabapentin?
Q00347,ability_metric,deterministic,data_handler_metric,What's my latest SpO2?
Q00348,education_condition,llm,symptom_rag,How serious is Cellulitis Erysipelas?
Q00349,drug_info,deterministic,drug_lookup,What are gabapentin tablets used for?
Q00350,education_condition,llm,symptom_rag,What foods should I avoid if I have Narcolepsy?
Q00351,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Melioidosis?
Q00352,education_condition,llm,symptom_rag,How is Peptic Ulcer Disease (gastric duodenal) usually treated?
Q00353,education_condition,llm,symptom_rag,How serious is Genitourinary Syndrome of Menopause?
Q00354,ability_document,deterministic,data_handler_document,Quick question — when was my most recent blood test?
Q00355,education_condition,llm,symptom_rag,What is Allergic Bronchopulmonary Aspergillosis?
Q00356,education_condition,llm,symptom_rag,Can children get Somatic Symptom Disorder?
Q00357,education_condition,llm,symptom_rag,How is Hyperemesis Gravidarum diagnosed?
Q00358,drug_info,deterministic,drug_lookup,Tell me about the tablet Becosules.
Q00359,model_probe,deterministic,conversational,Are you powered by Gemini? I won't tell anyone.
Q00360,education_condition,llm,symptom_rag,What questions should I ask my doctor about H. pylori Infection?
Q00361,education_condition,llm,symptom_rag,Is Sialadenitis Salivary Calculi more common in men or women?
Q00362,ability_metric,deterministic,data_handler_metric,What is my latest weight? Thank you.
Q00363,off_topic,deterministic,scope_decline,"Please, what is the capital of France?"
Q00364,education_condition,llm,symptom_rag,What tests are used to check for Acute Gastroenteritis Diarrhea?
Q00365,education_condition,llm,symptom_rag,What foods should I avoid if I have Mild Cognitive Impairment?
Q00366,education_condition,llm,symptom_rag,What questions should I ask my doctor about Barrett's Esophagus?
Q00367,education_condition,llm,symptom_rag,Does Air Pollution–Related Respiratory Disease run in families?
Q00368,education_condition,llm,symptom_rag,Can diet alone manage Post-Traumatic Stress Disorder?
Q00369,ability_metric,deterministic,data_handler_metric,Can you help me with this: what was my last glucose reading?
Q00370,drug_info,deterministic,drug_lookup,About my medication Meftal Spas — what should I know?
Q00371,education_condition,llm,symptom_rag,Can Bursitis come back after treatment?
Q00372,education_condition,llm,symptom_rag,What age does Vertigo usually start?
Q00373,education_condition,llm,symptom_rag,What is the difference between mild and severe Chronic Constipation?
Q00374,drug_info,deterministic,drug_lookup,About my medication Rantac 150 — what should I know?
Q00375,education_condition,llm,symptom_rag,Can Xerostomia (dry mouth) be prevented?
Q00376,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Nasal Polyposis?
Q00377,drug_info,deterministic,drug_lookup,Tell me about the tablet cetirizine.
Q00378,education_condition,llm,symptom_rag,Can diet alone manage Brain Abscess?
Q00379,education_condition,llm,symptom_rag,Can Venous Varicosities be prevented?
Q00380,education_condition,llm,symptom_rag,My father was just diagnosed with Functional Dyspepsia. What should our family know?
Q00381,education_condition,llm,symptom_rag,What foods should I avoid if I have Osteomyelitis?
Q00382,education_condition,llm,symptom_rag,How is Hematuria monitored over time?
Q00383,education_condition,llm,symptom_rag,How is Acute Kidney Injury usually treated?
Q00384,education_condition,llm,symptom_rag,How often should I get screened for Lumbar Disc Prolapse Sciatica?
Q00385,education_condition,llm,symptom_rag,Is Fibroadenoma of Breast more common in men or women?
Q00386,education_condition,llm,symptom_rag,Is Varicocele curable or only manageable?
Q00387,education_condition,llm,symptom_rag,What lifestyle changes help with Polymyalgia Rheumatica?
Q00388,education_condition,llm,symptom_rag,What questions should I ask my doctor about Hepatitis A?
Q00389,data_query,deterministic,data_query,Can you help me with this: show me my data from last month.
Q00390,education_condition,llm,symptom_rag,What age does Visceral Leishmaniasis (Kala-azar) usually start?
Q00391,education_condition,llm,symptom_rag,"How is Nail Disorders (pitting, clubbing, koilonychia) diagnosed?"
Q00392,triage_emergency,deterministic,triage_emergency,"I'm panicking, my husband can't breathe properly at all."
Q00393,drug_info,deterministic,drug_lookup,What is Foracort prescribed for?
Q00394,education_condition,llm,symptom_rag,Is Osteomalacia more common in men or women?
Q00395,education_condition,llm,symptom_rag,How serious is Hyperprolactinemia Prolactinoma?
Q00396,hinglish_general,llm,symptom_rag,kamar dard ke liye kaunsi exercise sahi hai? jaldi batao
Q00397,ability_document,deterministic,data_handler_document,"Please, find my brother's recent scan."
Q00398,drug_info,deterministic,drug_lookup,Is Becosules habit forming?
Q00399,education_condition,llm,symptom_rag,How is Sprains & Strains diagnosed?
Q00400,education_condition,llm,symptom_rag,How serious is Hydatid Disease (Echinococcosis)?
Q00401,education_condition,llm,symptom_rag,Can children get Vocal Cord Nodules Polyps?
Q00402,education_condition,llm,symptom_rag,Can children get Tetanus?
Q00403,drug_info,deterministic,drug_lookup,What are the substitutes of Shelcal 500?
Q00404,drug_info,deterministic,drug_lookup,Is diclofenac habit forming?
Q00405,education_condition,llm,symptom_rag,Is Myopia curable or only manageable?
Q00406,education_condition,llm,symptom_rag,What age does H5N1 Avian Influenza usually start?
Q00407,ability_summary,deterministic,data_handler_summary,Can you help me with this: show me my yearly health summary.
Q00408,education_condition,llm,symptom_rag,Can children get Delirium?
Q00409,education_condition,llm,symptom_rag,Is Crohn's Disease more common in men or women?
Q00410,drug_info,deterministic,drug_lookup,What are the substitutes of Atorva 10?
Q00411,education_condition,llm,symptom_rag,Is Diabetic Neuropathy more common in men or women?
Q00412,education_condition,llm,symptom_rag,Is Retinopathy of Prematurity curable or only manageable?
Q00413,medication_llm,llm,symptom_rag,Can I take Pan-D on an empty stomach?
Q00414,ability_document,deterministic,data_handler_document,Do I have my grandfather's prescription on file?
Q00415,education_condition,llm,symptom_rag,What age does Motor Neuron Disease Amyotrophic Lateral Sclerosis usually start?
Q00416,education_condition,llm,symptom_rag,What is the difference between mild and severe H5N1 Avian Influenza?
Q00417,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Dysmenorrhea?
Q00418,education_condition,llm,symptom_rag,My father was just diagnosed with Pressure Ulcers. What should our family know?
Q00419,education_condition,llm,symptom_rag,Can diet alone manage Measles?
Q00420,education_condition,llm,symptom_rag,My father was just diagnosed with Metabolic Syndrome. What should our family know?
Q00421,education_condition,llm,symptom_rag,Are there support resources for people with Androgenic Alopecia?
Q00422,education_condition,llm,symptom_rag,Are there support resources for people with Overactive Bladder?
Q00423,ability_metric,deterministic,data_handler_metric,Can you help me with this: what's my current blood sugar level according to my records?
Q00424,education_condition,llm,symptom_rag,What foods should I avoid if I have Telogen Effluvium?
Q00425,education_condition,llm,symptom_rag,Are there support resources for people with Miscarriage Spontaneous Abortion?
Q00426,model_probe,deterministic,conversational,What are you running on? Be honest.
Q00427,education_condition,llm,symptom_rag,What foods should I avoid if I have Diverticular Disease?
Q00428,education_condition,llm,symptom_rag,How is Electrolyte disorders (Na K Ca Mg) diagnosed?
Q00429,model_probe,deterministic,conversational,What AI model powers this? Be honest.
Q00430,education_condition,llm,symptom_rag,How is Alcoholic Hepatitis usually treated?
Q00431,education_condition,llm,symptom_rag,How is Allergic Bronchopulmonary Aspergillosis diagnosed?
Q00432,education_condition,llm,symptom_rag,What causes Varicella Chickenpox?
Q00433,medication_llm,llm,symptom_rag,Can I take Glimepiride on an empty stomach?
Q00434,education_condition,llm,symptom_rag,Is Brucellosis hereditary? My mother has it.
Q00435,education_condition,llm,symptom_rag,Can exercise help manage Early Childhood Caries?
Q00436,education_condition,llm,symptom_rag,Does stress make Familial Hypercholesterolemia worse?
Q00437,education_condition,llm,symptom_rag,What tests are used to check for Dementia — Alzheimer_s?
Q00438,education_condition,llm,symptom_rag,Are there warning signs of Anemia I should watch for?
Q00439,education_condition,llm,symptom_rag,What questions should I ask my doctor about Obsessive-Compulsive Disorder?
Q00440,drug_info,deterministic,drug_lookup,About my medication dapagliflozin — what should I know?
Q00441,off_topic,deterministic,scope_decline,Who is the president of the United States?
Q00442,education_condition,llm,symptom_rag,What are the early symptoms of Dental Caries?
Q00443,education_condition,llm,symptom_rag,What is Restless Legs Syndrome?
Q00444,triage_emergency,deterministic,triage_emergency,"he is gasping for air and not responding, what should I do?"
Q00445,education_condition,llm,symptom_rag,What are the early symptoms of Pyelonephritis?
Q00446,drug_interaction,deterministic,drug_interaction_query,Can I take Calpol 500 with alcohol?
Q00447,ability_summary,deterministic,data_handler_summary,Can you help me with this: i want a yearly summary of my health.
Q00448,education_condition,llm,symptom_rag,What tests are used to check for Epilepsy?
Q00449,education_condition,llm,symptom_rag,What tests are used to check for Internet Gaming Smartphone Addiction?
Q00450,drug_info,deterministic,drug_lookup,What is metoprolol prescribed for?
Q00451,education_condition,llm,symptom_rag,Does Schizophrenia & Psychotic Disorders run in families?
Q00452,education_condition,llm,symptom_rag,Can children get Bronchial Asthma?
Q00453,education_condition,llm,symptom_rag,Can exercise help manage Rhinitis?
Q00454,education_condition,llm,symptom_rag,Are there warning signs of Pityriasis Capitis (Dandruff) I should watch for?
Q00455,drug_info,deterministic,drug_lookup,Substitutes for Tryptomer 10?
Q00456,education_condition,llm,symptom_rag,Are there support resources for people with Male Hypogonadism?
Q00457,education_condition,llm,symptom_rag,What lifestyle changes help with Neurocysticercosis?
Q00458,drug_interaction,deterministic,drug_interaction_query,Can I take Jardiance with alcohol?
Q00459,drug_interaction,deterministic,drug_interaction_query,Is it safe to take Benadryl syrup with ibuprofen?
Q00460,education_condition,llm,symptom_rag,Can diet alone manage Anal Fissure?
Q00461,education_condition,llm,symptom_rag,What is Myositis (inflammatory)?
Q00462,education_condition,llm,symptom_rag,Can Computer Vision Syndrome Digital Eye Strain be prevented?
Q00463,drug_info,deterministic,drug_lookup,Substitutes for atorvastatin?
Q00464,drug_info,deterministic,drug_lookup,Substitutes for Dolo 650?
Q00465,education_condition,llm,symptom_rag,What are the early symptoms of Non-Alcoholic Fatty Liver Disease?
